Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
277,tt22177508,2022-09-23,2022-09-23,,"Razzlekhan: The Infamous Crocodile of Wall Street","Razzlekhan: The Infamous Crocodile of Wall Street",https://www.imdb.com/title/tt22177508/,TV Mini Series,,,,"Biography, Crime, Drama, Mystery",0,,
278,tt14376190,2022-09-27,2022-09-27,,"Kindred","Kindred",https://www.imdb.com/title/tt14376190/,TV Mini Series,7.4,42,2022,"Drama, Fantasy, Mystery, Sci-Fi, Thriller",4663,2022-12-13,
279,tt22651810,2022-10-13,2022-10-13,,"Death at Penn State","Death at Penn State",https://www.imdb.com/title/tt22651810/,TV Mini Series,,,,"Drama",0,,
280,tt21833464,2022-10-16,2022-10-16,,"Bruiser","Bruiser",https://www.imdb.com/title/tt21833464/,Movie,6.2,97,2022,"Drama",884,2023-02-24,"Miles Warren"
281,tt20196132,2022-10-27,2022-10-27,,"Never Let Me Go","Never Let Me Go",https://www.imdb.com/title/tt20196132/,TV Series,,,2023,"Drama, Romance, Sci-Fi, Thriller",0,,
282,tt22695428,2022-11-05,2022-11-05,,"God Forbid","God Forbid",https://www.imdb.com/title/tt22695428/,Movie,6.8,109,2022,"Documentary",2431,2022-11-01,"Billy Corben"
283,tt19853270,2022-11-15,2022-11-15,,"Murdaugh Murders","Murdaugh Murders",https://www.imdb.com/title/tt19853270/,TV Series,,,,"Biography, Crime, Drama, Mystery, Thriller",0,,
284,tt23560166,2022-11-15,2022-11-15,,"Twin Flames","Twin Flames",https://www.imdb.com/title/tt23560166/,TV Series,,,,"Drama, Romance",0,,
285,tt23633056,2022-11-17,2022-11-17,,"Where Is Private Dulaney?","Where Is Private Dulaney?",https://www.imdb.com/title/tt23633056/,TV Series,6.9,,2022,"Documentary",260,2022-11-16,
286,tt23730262,2022-11-18,2022-11-18,,"How to Die Alone","How to Die Alone",https://www.imdb.com/title/tt23730262/,TV Series,6.9,35,2024,"Comedy",1704,2024-09-13,
287,tt23708760,2022-12-02,2022-12-02,,"Grails","Grails",https://www.imdb.com/title/tt23708760/,TV Series,7.6,,2022,"Documentary",23,2022-12-14,
288,tt24246984,2022-12-13,2022-12-13,,"Killing County","Killing County",https://www.imdb.com/title/tt24246984/,TV Mini Series,6.1,44,2023,"Documentary, Crime",477,2023-01-26,
289,tt23330464,2022-12-13,2022-12-13,,"Stolen Youth: Inside the Cult at Sarah Lawrence","Stolen Youth: Inside the Cult at Sarah Lawrence",https://www.imdb.com/title/tt23330464/,TV Mini Series,7.2,68,2023,"Documentary, Crime",2700,2023-02-09,
290,tt19758112,2022-12-13,2022-12-13,,"The Drop","The Drop",https://www.imdb.com/title/tt19758112/,Movie,4.3,92,2022,"Comedy",978,2023-01-13,"Sarah Adina Smith"
291,tt15893750,2022-12-15,2022-12-15,,"Rye Lane","Rye Lane",https://www.imdb.com/title/tt15893750/,Movie,7.2,82,2023,"Comedy, Drama, Romance",13851,2023-03-31,"Raine Allen-Miller"
292,tt24246994,2022-12-16,2022-12-16,,"Death in the Dorms","Death in the Dorms",https://www.imdb.com/title/tt24246994/,TV Mini Series,6.7,56,2023,"Documentary, Crime",439,2023-01-05,
293,tt24246986,2022-12-16,2022-12-16,,"Web of Death","Web of Death",https://www.imdb.com/title/tt24246986/,TV Mini Series,7.0,,2023,"Documentary, Crime",415,2023-01-19,
294,tt21192142,2022-12-20,2022-12-20,,"All of Us Strangers","All of Us Strangers",https://www.imdb.com/title/tt21192142/,Movie,7.6,105,2023,"Drama, Romance",60727,2023-12-22,"Andrew Haigh"
295,tt13650742,2022-12-20,2022-12-20,,"Suncoast","Suncoast",https://www.imdb.com/title/tt13650742/,Movie,6.7,109,2024,"Drama",6507,2024-02-09,"Laura Chinn"
296,tt25050234,2022-12-24,2022-12-24,,"House of Grucci","House of Grucci",https://www.imdb.com/title/tt25050234/,TV Mini Series,7.0,,2023,"Documentary",61,2023-01-02,
297,tt25050236,2022-12-24,2022-12-24,,"How I Caught My Killer","How I Caught My Killer",https://www.imdb.com/title/tt25050236/,TV Mini Series,5.9,,2023,"Documentary, Crime",507,2023-01-12,
298,tt8105234,2023-01-05,2023-01-05,,"Flamin' Hot","Flamin' Hot",https://www.imdb.com/title/tt8105234/,Movie,6.7,99,2023,"Biography, Drama, History",18201,2023-06-09,"Eva Longoria"
299,tt26230968,2023-01-14,2023-01-14,,"Second Wife","Second Wife",https://www.imdb.com/title/tt26230968/,TV Series,,30,,"Comedy, Drama, Romance",0,,
300,tt26239488,2023-01-16,2023-01-16,,"1266","1266",https://www.imdb.com/title/tt26239488/,TV Series,,,,"Comedy",0,,
301,tt26217696,2023-01-16,2023-01-16,,"The Ashley Madison Affair","The Ashley Madison Affair",https://www.imdb.com/title/tt26217696/,TV Mini Series,5.7,,2023,"Documentary, Crime",756,2023-07-07,
302,tt26239548,2023-01-16,2023-01-16,,"Black Twitter: A People's History","Black Twitter: A People's History",https://www.imdb.com/title/tt26239548/,TV Mini Series,6.0,94,2024,"Documentary",211,2024-05-09,
303,tt26312179,2023-01-22,2023-01-22,,"The Midcoast","The Midcoast",https://www.imdb.com/title/tt26312179/,TV Series,,,,"Drama",0,,
304,tt26424866,2023-01-22,2023-01-22,,"Sheba","Sheba",https://www.imdb.com/title/tt26424866/,TV Series,,60,,"Drama",0,,
305,tt26424937,2023-01-23,2023-01-23,,"Anthem","Anthem",https://www.imdb.com/title/tt26424937/,Movie,3.9,97,2023,"Documentary, Music",155,2023-06-28,"Peter Nicks"
306,tt26424928,2023-01-23,2023-01-23,,"Untitled Sly Stone Documentary","Untitled Sly Stone Documentary",https://www.imdb.com/title/tt26424928/,Movie,,,,"Documentary, Music",0,,"Questlove"
307,tt0118375,2023-02-02,2023-02-02,,"King of the Hill","King of the Hill",https://www.imdb.com/title/tt0118375/,TV Series,7.5,30,1997,"Animation, Comedy, Drama",59842,1997-01-12,
308,tt6436620,2023-02-05,2023-02-05,,"White Men Can't Jump","White Men Can't Jump",https://www.imdb.com/title/tt6436620/,Movie,5.2,101,2023,"Comedy, Drama, Sport",10761,2023-05-19,"Calmatic"
309,tt13068346,2023-02-08,2023-02-08,,"Great Expectations","Great Expectations",https://www.imdb.com/title/tt13068346/,TV Mini Series,5.4,55,2023,"Drama, History",3357,2023-03-26,
310,tt11595808,2023-02-11,2023-02-11,,"Still Missing Morgan","Still Missing Morgan",https://www.imdb.com/title/tt11595808/,TV Mini Series,6.6,,2023,"Documentary, Crime",658,2023-02-16,
311,tt26767350,2023-02-22,2023-02-22,,"Rap Trap: Hip Hop on Trial","Rap Trap: Hip Hop on Trial",https://www.imdb.com/title/tt26767350/,Movie,5.9,,2023,"Documentary, Music",28,2023-02-23,
312,tt26901662,2023-03-02,2023-03-02,,"The Lesson Is Murder","The Lesson Is Murder",https://www.imdb.com/title/tt26901662/,TV Series,5.8,,2023,"Documentary, Crime",219,2023-03-23,
313,tt24141700,2023-03-02,2023-03-02,,"Pretty Baby: Brooke Shields","Pretty Baby: Brooke Shields",https://www.imdb.com/title/tt24141700/,TV Mini Series,7.5,69,2023,"Documentary, Biography",2944,2023-04-03,
314,tt6035850,2023-03-02,2023-03-02,,"Kulipari","Kulipari: An Army of Frogs",https://www.imdb.com/title/tt6035850/,TV Series,6.7,20,2016,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy",306,2016-09-02,
315,tt17219484,2023-03-02,2023-03-02,,"Clock","Clock",https://www.imdb.com/title/tt17219484/,Movie,5.0,91,2023,"Drama, Horror, Thriller",6347,2023-04-28,"Alexis Jacknow"
316,tt27156546,2023-03-18,2023-03-18,,"Child Star","Child Star",https://www.imdb.com/title/tt27156546/,Movie,6.6,98,2024,"Documentary",990,2024-09-17,"Demi Lovato, Nicola Marsh"
317,tt23567986,2023-03-29,2023-03-29,,"Algiers, America: The Relentless Pursuit","Algiers, America",https://www.imdb.com/title/tt23567986/,TV Mini Series,8.7,,2023,"Documentary, Sport",105,2023-04-19,
318,tt27444205,2023-04-07,2023-04-07,,"CNN Newsroom Daily with Jim Acosta","Untitled Dan Fogelman/Sterling K. Brown/Hulu Project",https://www.imdb.com/title/tt27444205/,TV Series,3.1,,2024,"Drama",18,2024-02-26,
319,tt27447224,2023-04-08,2023-04-08,,"Freaknik: The Wildest Party Never Told","Freaknik: The Wildest Party Never Told",https://www.imdb.com/title/tt27447224/,Movie,5.9,82,2024,"Documentary",398,2024-03-21,"P. Frank Williams"
320,tt27447330,2023-04-08,2023-04-08,,"The Jewel Thief","The Jewel Thief",https://www.imdb.com/title/tt27447330/,Movie,6.5,100,2023,"Documentary, Crime, Mystery",935,2023-07-13,"Landon Van Soest"
321,tt27447483,2023-04-13,2023-04-13,,"Queenmaker: The Making of an It Girl","Queenmaker: The Making of an It Girl",https://www.imdb.com/title/tt27447483/,Movie,4.4,,2023,"Documentary",394,2023-05-17,"Zackary Drucker"
322,tt22496012,2023-04-22,2023-04-22,,"Jagged Mind","Jagged Mind",https://www.imdb.com/title/tt22496012/,Movie,4.4,88,2023,"Horror, Thriller",1073,2023-06-15,"Kelley Kali"
323,tt27625793,2023-04-29,2023-04-29,,"Grand Knighthawk: Infiltrating the KKK","Grand Knighthawk: Infiltrating the KKK",https://www.imdb.com/title/tt27625793/,Movie,6.6,,2023,"Documentary, Crime",193,2023-04-26,
324,tt27647417,2023-05-02,2023-05-02,,"Aaron Carter: The Little Prince of Pop","Aaron Carter: The Little Prince of Pop",https://www.imdb.com/title/tt27647417/,TV Movie,6.5,56,2023,"Documentary",279,2023-05-01,
325,tt21477594,2023-05-04,2023-05-04,,"Searching for Soul Food","Searching for Soul Food",https://www.imdb.com/title/tt21477594/,TV Series,8.0,40,2023,"Documentary, Reality-TV",96,2023-06-02,
326,tt27548375,2023-05-06,2023-05-06,,"Psy Summer Swag 2022","Psy Summer Swag 2022",https://www.imdb.com/title/tt27548375/,Movie,7.4,86,2023,"Music",55,2023-05-03,
327,tt23052950,2023-05-12,2023-05-12,,"Deli Boys","Deli Boys",https://www.imdb.com/title/tt23052950/,TV Series,,,,"Comedy",0,,
328,tt27805621,2023-05-20,2023-05-20,,"The Age of Influence","The Age of Influence",https://www.imdb.com/title/tt27805621/,TV Mini Series,6.3,55,2023,"Documentary",237,2023-06-05,
329,tt27095875,2023-05-20,2023-05-20,,"Secrets & Sisterhood: The Sozahdahs","Secrets & Sisterhood: The Sozahdahs",https://www.imdb.com/title/tt27095875/,TV Series,4.8,44,2023,"Documentary, Reality-TV",442,2023-06-07,
330,tt27805520,2023-05-20,2023-05-20,,"Muslim Matchmaker","Muslim Matchmaker",https://www.imdb.com/title/tt27805520/,TV Series,,,2024,"Reality-TV",0,2024-08-20,
331,tt27805539,2023-05-20,2023-05-20,,"Imagine Dragons Live in Vegas","Imagine Dragons Live in Vegas",https://www.imdb.com/title/tt27805539/,Movie,8.3,121,2023,"Documentary, Music",380,2023-07-14,"Matt Eastin"
332,tt27592847,2023-05-20,2023-05-20,,"Jelly Roll: Save Me","Jelly Roll: Save Me",https://www.imdb.com/title/tt27592847/,TV Special,8.1,87,2023,"Documentary, Music",250,2023-05-30,"Bari Pearlman"
333,tt27847662,2023-05-25,2023-05-25,,"CMA Fest: 50 Years of Fan Fair","CMA Fest: 50 Years of Fan Fair",https://www.imdb.com/title/tt27847662/,Movie,7.2,75,2023,"Documentary, Music",34,2023-07-05,
334,tt27126939,2023-05-30,2023-05-30,,"Impact x Nightline","Impact by Nightline",https://www.imdb.com/title/tt27126939/,TV Series,6.1,49,2022,"Documentary, News",57,2022-10-06,
335,tt27999118,2023-06-09,2023-06-09,,"Vanderpump Villa","Vanderpump Villa",https://www.imdb.com/title/tt27999118/,TV Series,5.1,44,2024,"Drama, Reality-TV",395,2024-04-01,
336,tt28004970,2023-06-10,2023-06-10,,"Fright Krewe","Fright Krewe",https://www.imdb.com/title/tt28004970/,TV Series,7.3,,2023,"Animation, Adventure, Family, Fantasy, Horror",515,2023-10-02,
337,tt15227418,2023-06-14,2023-06-14,,"A Murder at the End of the World","A Murder at the End of the World",https://www.imdb.com/title/tt15227418/,TV Mini Series,7.1,,2023,"Drama, Mystery, Thriller",27625,2023-11-14,
338,tt27486283,2023-06-15,2023-06-15,,"Power Trip: Those Who Seek Power and Those Who Chase Them","Power Trip: Those Who Seek Power and Those Who Chase Them",https://www.imdb.com/title/tt27486283/,TV Series,,34,2022,"News, Reality-TV",0,2022-09-25,
339,tt18923932,2023-06-15,2023-06-15,,"50/50 Flip","50/50 Flip",https://www.imdb.com/title/tt18923932/,TV Series,7.8,,2022,"Reality-TV",42,2022-01-29,
340,tt28083302,2023-06-16,2023-06-16,,"Demons and Saviors","Demons and Saviors",https://www.imdb.com/title/tt28083302/,TV Mini Series,6.1,,2023,"Documentary, Crime",545,2023-08-03,
341,tt28082724,2023-06-16,2023-06-16,,"Davey & Jonesie's Locker","Davey & Jonesie's Locker",https://www.imdb.com/title/tt28082724/,TV Series,5.7,33,2024,"Comedy, Family, Sci-Fi",310,2024-03-22,
342,tt28090239,2023-06-16,2023-06-16,,"Rachael Ray's Rebuild","Rachael Ray's Rebuild",https://www.imdb.com/title/tt28090239/,TV Series,,,2023,"Reality-TV",0,2023,
343,tt28090238,2023-06-16,2023-06-16,,"Cold Case Files: DNA Speaks","Cold Case Files: DNA Speaks",https://www.imdb.com/title/tt28090238/,TV Series,8.2,45,2023,"Documentary, Crime",95,2023-08-17,
344,tt28090237,2023-06-16,2023-06-16,,"Big RV Remix","Big RV Remix",https://www.imdb.com/title/tt28090237/,TV Series,7.9,,2023,"Reality-TV",29,2023-07-21,
345,tt28083272,2023-06-17,2023-06-17,,"Betrayal: The Perfect Husband","Betrayal",https://www.imdb.com/title/tt28083272/,TV Mini Series,5.9,,2023,"Documentary, Crime",921,2023-07-11,
346,tt28083283,2023-06-17,2023-06-17,,"Mother Undercover","Mother Undercover",https://www.imdb.com/title/tt28083283/,TV Mini Series,7.1,,2023,"Documentary, Crime",67,2023-07-27,
347,tt21940934,2023-07-20,2023-07-20,,"Miguel Wants to Fight","Miguel Wants to Fight",https://www.imdb.com/title/tt21940934/,Movie,5.7,75,2023,"Comedy",487,2023-08-16,"Oz Rodriguez"
348,tt28493589,2023-07-26,2023-07-26,,"Perfect Wife: The Mysterious Disappearance of Sherri Papini","Perfect Wife: The Mysterious Disappearance of Sherri Papini",https://www.imdb.com/title/tt28493589/,TV Mini Series,7.3,,2024,"Documentary, Crime",2022,2024-06-20,
349,tt14509110,2023-07-26,2023-07-26,,"No One Will Save You","No One Will Save You",https://www.imdb.com/title/tt14509110/,Movie,6.3,93,2023,"Horror, Sci-Fi, Thriller",70714,2023-09-22,"Brian Duffield"
350,tt13883236,2023-07-27,2023-07-27,,"Wayne Brady: The Family Remix","Wayne Brady: The Family Remix",https://www.imdb.com/title/tt13883236/,TV Series,6.4,,2024,"Comedy, Family",87,2024-07-24,
351,tt28524026,2023-08-01,2023-08-01,,"Sound of the Police","Sound of the Police",https://www.imdb.com/title/tt28524026/,Movie,5.8,85,2023,"Documentary, Crime",215,2023-08-11,"Stanley Nelson, Valerie Scoon"
352,tt27761408,2023-08-03,2023-08-03,,"The Randall Scandal: Love, Loathing, and Vanderpump","The Randall Scandal: Love, Loathing, and Vanderpump",https://www.imdb.com/title/tt27761408/,Movie,5.8,84,2023,"Documentary",232,2023-05-22,
353,tt27538352,2023-08-08,2023-08-08,,"Trap Jazz","Trap Jazz",https://www.imdb.com/title/tt27538352/,Movie,6.7,94,2023,"Documentary, Music",95,2023-08-23,"Sadé Clacken Joseph"
354,tt28620422,2023-08-09,2023-08-09,,"The Conversations Project","The Conversations Project",https://www.imdb.com/title/tt28620422/,TV Series,7.5,30,2023,"Documentary",52,2023-08-28,
355,tt27095831,2023-08-18,2023-08-18,,"Royal Rules of Ohio","Royal Rules of Ohio",https://www.imdb.com/title/tt27095831/,TV Series,7.3,21,2024,"Documentary, Reality-TV",101,2024-05-16,
356,tt27095812,2023-08-18,2023-08-18,,"Love in Fairhope","Love in Fairhope",https://www.imdb.com/title/tt27095812/,TV Series,5.3,,2023,"Drama, Reality-TV, Romance",1812,2023-09-27,
357,tt28713373,2023-08-23,2023-08-23,,"Never Let Him Go","Never Let Him Go",https://www.imdb.com/title/tt28713373/,TV Mini Series,7.1,,2023,"Documentary, Crime, History, Mystery",562,2023-09-06,
358,tt28754301,2023-08-24,2023-08-24,,"Living for the Dead","Living for the Dead",https://www.imdb.com/title/tt28754301/,TV Series,6.4,,2023,"Documentary, Horror, Reality-TV",1826,2023-10-18,
359,tt28754335,2023-08-24,2023-08-24,,"The Secret Life of Dancing Dogs","The Secret Life of Dancing Dogs",https://www.imdb.com/title/tt28754335/,TV Series,7.2,,2023,"Documentary",34,2023-11-17,
360,tt28754394,2023-08-24,2023-08-24,,"Monster Inside: America's Most Extreme Haunted House","Monster Inside: America's Most Extreme Haunted House",https://www.imdb.com/title/tt28754394/,Movie,5.4,87,2023,"Documentary, Crime, Horror",1612,2023-10-12,"Andrew Renzi"
361,tt17202164,2023-08-24,2023-08-24,,"Appendage","Appendage",https://www.imdb.com/title/tt17202164/,Movie,5.3,94,2023,"Drama, Horror",4152,2023-10-02,"Anna Zlokovic"
362,tt26569323,2023-08-24,2023-08-24,,"The Mill","The Mill",https://www.imdb.com/title/tt26569323/,Movie,5.4,106,2023,"Drama, Mystery, Sci-Fi, Thriller",3410,2023-10-09,"Sean King O'Grady"
363,tt27666424,2023-08-24,2023-08-24,,"We Live Here: The Midwest","We Live Here: The Midwest",https://www.imdb.com/title/tt27666424/,Movie,5.8,52,2023,"Documentary",192,2023-12-06,"Melinda Maerker"
364,tt28754509,2023-08-25,2023-08-25,,"Drive with Swizz Beatz","Drive with Swizz Beatz",https://www.imdb.com/title/tt28754509/,TV Series,5.6,35,2023,"Documentary",47,2023-11-16,
365,tt29100313,2023-09-13,2023-09-13,,"It's All Country","It's All Country",https://www.imdb.com/title/tt29100313/,TV Mini Series,,,,"Documentary, Music",0,,
366,tt26084296,2023-09-14,2023-09-14,,"The Lady Bird Diaries","The Lady Bird Diaries",https://www.imdb.com/title/tt26084296/,Movie,7.0,100,2023,"Documentary",373,2023-11-13,"Dawn Porter"
367,tt29334849,2023-10-08,2023-10-08,,"Got to Get Out","Got to Get Out",https://www.imdb.com/title/tt29334849/,TV Series,,,2024,"Game-Show, Reality-TV",0,2024,
368,tt29740695,2023-11-04,2023-11-04,,"Superhot: The Spicy World of Pepper People","Superhot: The Spicy World of Pepper People",https://www.imdb.com/title/tt29740695/,TV Mini Series,7.1,,2024,"Documentary",244,2024-01-22,
369,tt27922404,2023-11-04,2023-11-04,,"Daughters of the Cult","Daughters of the Cult",https://www.imdb.com/title/tt27922404/,TV Mini Series,6.4,,2024,"Documentary, Biography, Crime",515,2024-01-04,
370,tt29740697,2023-11-04,2023-11-04,,"Me Hereafter","Me Hereafter",https://www.imdb.com/title/tt29740697/,TV Mini Series,6.9,,2024,"Documentary, Crime",185,2024-02-29,
371,tt29919979,2023-11-10,2023-11-10,,"Prom Dates","Prom Dates",https://www.imdb.com/title/tt29919979/,Movie,5.1,86,2024,"Comedy",1453,2024-05-03,"Kim O. Nguyen"
372,tt17676714,2023-11-29,2023-11-29,,"Cypher","Cypher",https://www.imdb.com/title/tt17676714/,Movie,5.8,81,2023,"Documentary, Music, Thriller",152,2023-11-24,"Chris Moukarbel"
373,tt13940818,2023-11-29,2023-11-29,,"The Contestant","The Contestant",https://www.imdb.com/title/tt13940818/,Movie,7.2,90,2023,"Documentary, Biography",2296,2024-05-02,"Clair Titley"
374,tt30291387,2023-12-06,2023-12-06,,"All's Fair","All's Fair",https://www.imdb.com/title/tt30291387/,TV Series,,,2025,"Drama",0,2025,
375,tt30292805,2023-12-06,2023-12-06,,"The Guest List","The Guest List",https://www.imdb.com/title/tt30292805/,TV Mini Series,,,,"Drama, Mystery, Thriller",0,,
376,tt30332960,2023-12-08,2023-12-08,,"Grand Cayman: Secrets in Paradise","Grand Cayman: Secrets in Paradise",https://www.imdb.com/title/tt30332960/,TV Series,3.8,,2024,"Drama, Reality-TV",135,2024-04-09,
377,tt30744295,2024-01-11,2024-01-11,,"Love & WWE: Bianca & Montez","Love & WWE: Bianca & Montez",https://www.imdb.com/title/tt30744295/,TV Series,7.8,,2024,"Reality-TV",119,2024-02-02,
378,tt15823728,2024-01-22,2024-01-22,,"Brats","Brats",https://www.imdb.com/title/tt15823728/,Movie,6.5,92,2024,"Documentary",5455,2024-06-13,"Andrew McCarthy"
379,tt31023148,2024-01-23,2024-01-23,,"Thank You, Goodnight: The Bon Jovi Story","Thank You, Goodnight: The Bon Jovi Story",https://www.imdb.com/title/tt31023148/,TV Mini Series,7.6,56,2024,"Documentary, Biography, Music",1495,2024-04-26,
380,tt31122777,2024-02-05,2024-02-05,,"Say Nothing","Say Nothing",https://www.imdb.com/title/tt31122777/,TV Mini Series,,,2024,"Drama, History, Thriller",0,2024-11-14,
381,tt31159061,2024-02-06,2024-02-06,,"The Kollective","The Kollective",https://www.imdb.com/title/tt31159061/,TV Series,,,,"Drama, Thriller",0,,
382,tt19380952,2024-02-10,2024-02-10,,"Clipped","Clipped",https://www.imdb.com/title/tt19380952/,TV Mini Series,6.5,49,2024,"Biography, Drama, Sport",2095,2024-06-04,
383,tt27775188,2024-02-12,2024-02-12,,"Queenie","Queenie",https://www.imdb.com/title/tt27775188/,TV Series,6.8,,2024,"Drama",1194,2024-06-07,
384,tt30835128,2024-02-18,2024-02-18,,"Spermworld","Spermworld",https://www.imdb.com/title/tt30835128/,Movie,7.1,84,2024,"Documentary",1111,2024-03-29,"Lance Oppenheim"
385,tt31113004,2024-02-23,2024-02-23,,"Sacred Soil: The Piney Woods School Story","Sacred Soil: The Piney Woods School Story",https://www.imdb.com/title/tt31113004/,Movie,6.3,104,2024,"Documentary",59,2024-02-23,"Jj Anderson"
386,tt31449991,2024-02-24,2024-02-24,,"Chad Powers","Chad Powers",https://www.imdb.com/title/tt31449991/,TV Series,,,,"Comedy, Sport",0,,
387,tt30802655,2024-02-29,2024-02-29,,"Paradise","Paradise",https://www.imdb.com/title/tt30802655/,TV Series,,,2025,"Drama, Thriller",0,2025,
388,tt31613279,2024-03-08,2024-03-08,,"Amanda: A Coming of Age Horror","Amanda: A Coming of Age Horror",https://www.imdb.com/title/tt31613279/,TV Series,,,,"Crime",0,,
389,tt31815506,2024-03-19,2024-03-19,,"High Hopes","High Hopes",https://www.imdb.com/title/tt31815506/,TV Mini Series,6.6,,2024,"Documentary, Reality-TV",220,2024-04-20,
390,tt1640719,2024-04-04,2024-04-04,,"Under the Bridge","Under the Bridge",https://www.imdb.com/title/tt1640719/,TV Mini Series,7.2,47,2024,"Biography, Crime, Drama, Mystery, Thriller",15613,2024-04-17,
391,tt27629275,2024-04-09,2024-04-09,,"Mastermind: To Think Like a Killer","Mastermind",https://www.imdb.com/title/tt27629275/,TV Mini Series,7.7,,2024,"Documentary, Crime",1013,2024-07-11,
392,tt32056687,2024-04-09,2024-04-09,,"Dress My Tour","Dress My Tour",https://www.imdb.com/title/tt32056687/,TV Series,5.6,47,2024,"Game-Show, Reality-TV",73,2024-07-23,
393,tt27557120,2024-04-18,2024-04-18,,"Diane von Furstenberg: Woman in Charge","Diane von Furstenberg: Woman in Charge",https://www.imdb.com/title/tt27557120/,Movie,7.2,97,2024,"Documentary, Biography",258,2024-06-25,"Trish Dalton, Sharmeen Obaid-Chinoy"
394,tt30789086,2024-04-30,2024-04-30,,"Control Freak","Control Freak",https://www.imdb.com/title/tt30789086/,Movie,,,,"Horror",0,,"Shal Ngo"
395,tt32166128,2024-04-30,2024-04-30,,"Untitled Family Guy/Hulu First Holiday Special","Untitled Family Guy/Hulu First Holiday Special",https://www.imdb.com/title/tt32166128/,TV Special,,,,"Animation",0,,
396,tt32166130,2024-04-30,2024-04-30,,"Untitled Family Guy/Hulu Second Holiday Special","Untitled Family Guy/Hulu Second Holiday Special",https://www.imdb.com/title/tt32166130/,TV Special,,,,"Animation",0,,
397,tt32323104,2024-05-13,2024-05-13,,"Downforce","Downforce",https://www.imdb.com/title/tt32323104/,TV Series,,,,"Comedy",0,,
398,tt32421513,2024-05-25,2024-05-25,,"Cult Massacre: One Day in Jonestown","Cult Massacre: One Day in Jonestown",https://www.imdb.com/title/tt32421513/,TV Mini Series,7.5,,2024,"Documentary, Crime",957,2024-06-17,
399,tt13699132,2024-05-25,2024-05-25,,"The Supremes at Earl's All-You-Can-Eat","The Supremes at Earl's All-You-Can-Eat",https://www.imdb.com/title/tt13699132/,Movie,6.4,124,2024,"Comedy, Drama",1085,2024-08-23,"Tina Mabry"
400,tt32437805,2024-06-04,2024-06-04,,"Bad Friends","Bad Friends",https://www.imdb.com/title/tt32437805/,TV Series,,,,"Animation",0,,
401,tt32743167,2024-06-24,2024-06-24,,"Carved","Carved",https://www.imdb.com/title/tt32743167/,Movie,4.4,95,2024,"Comedy, Horror",1497,2024-10-21,"Justin Harding"
402,tt10832454,2024-07-12,2024-07-12,,"After Baywatch: Moment in the Sun","After Baywatch: Moment in the Sun",https://www.imdb.com/title/tt10832454/,TV Mini Series,6.6,167,2024,"Documentary",230,2024-08-28,
403,tt32378300,2024-07-12,2024-07-12,,"Summer of 69","Summer of 69",https://www.imdb.com/title/tt32378300/,Movie,,,,,0,,"Jillian Bell"
404,tt32875185,2024-07-16,2024-07-16,,"Dance Moms: A New Era","Dance Moms: A New Era",https://www.imdb.com/title/tt32875185/,TV Series,4.8,,2024,"Reality-TV",125,2024-08-07,
405,tt32641461,2024-07-18,2024-07-18,,"Mid-Century Modern","Mid-Century Modern",https://www.imdb.com/title/tt32641461/,TV Series,,,2025,"Comedy",0,2025,
406,tt32916093,2024-07-20,2024-07-20,,"Mr. Crocket","Mr. Crocket",https://www.imdb.com/title/tt32916093/,Movie,5.4,88,2024,"Horror",2719,2024-10-11,"Brandon Espy"
407,tt31091039,2024-07-30,2024-07-30,,"The Secret Lives of Mormon Wives","The Secret Lives of Mormon Wives",https://www.imdb.com/title/tt31091039/,TV Series,5.3,,2024,"Reality-TV",1448,2024-09-06,
408,tt33053849,2024-08-02,2024-08-02,,"Fanatical: The Catfishing of Tegan and Sara","Fanatical: The Catfishing of Tegan and Sara",https://www.imdb.com/title/tt33053849/,Movie,6.4,99,2024,"Documentary",331,2024-10-18,"Erin Lee Carr"
409,tt7983904,2024-08-02,2024-08-02,,"She Taught Love","She Taught Love",https://www.imdb.com/title/tt7983904/,Movie,5.1,102,2024,"Drama, Romance",275,2024-09-27,"Nate Edwards"
410,tt33270279,2024-08-27,2024-08-27,,"The Spot","The Spot",https://www.imdb.com/title/tt33270279/,TV Series,,,,"Drama",0,,
411,tt33087258,2024-08-27,2024-08-27,,"Stassi Says","Stassi Says",https://www.imdb.com/title/tt33087258/,TV Series,,,,"Reality-TV",0,,
412,tt33247397,2024-08-30,2024-08-30,,"The Envoy","The Envoy",https://www.imdb.com/title/tt33247397/,TV Series,,,,"Drama",0,,
413,tt33054360,2024-08-30,2024-08-30,,"Group Chat","Group Chat",https://www.imdb.com/title/tt33054360/,TV Mini Series,,,,"Comedy, Drama, Romance",0,,
414,tt31227572,2024-08-30,2024-08-30,,"Predator: Badlands","Predator: Badlands",https://www.imdb.com/title/tt31227572/,Movie,,,2025,"Sci-Fi",0,2025-11-07,"Dan Trachtenberg"
415,tt15514498,2024-09-02,2024-09-02,,"Eenie Meanie","Eenie Meanie",https://www.imdb.com/title/tt15514498/,Movie,,,,"Action, Comedy, Drama, Thriller",0,,"Shawn Simmons"
