Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
137,tt6754128,2021-01-04,2021-01-04,,"Foxy Brown","Foxy Brown",https://www.imdb.com/title/tt6754128/,TV Series,,,,"Crime, Drama",0,,
138,tt7630852,2021-01-04,2021-01-04,,"Hitman","Hitman",https://www.imdb.com/title/tt7630852/,TV Series,,,,"Action, Crime, Thriller",0,,
139,tt13354972,2021-01-04,2021-01-04,,"Interior Chinatown","Interior Chinatown",https://www.imdb.com/title/tt13354972/,TV Mini Series,,,2024,"Crime, Drama",0,2024-11-19,
140,tt7638348,2021-01-04,2021-01-04,,"Boss Level","Boss Level",https://www.imdb.com/title/tt7638348/,Movie,6.8,100,2020,"Action, Adventure, Comedy, Mystery, Sci-Fi, Thriller",81621,2021-03-05,"Joe Carnahan"
141,tt10096842,2021-01-04,2021-01-04,,"False Positive","False Positive",https://www.imdb.com/title/tt10096842/,Movie,4.6,92,2021,"Horror, Mystery, Thriller",7656,2021-06-25,"John Lee"
142,tt13172796,2021-01-04,2021-01-04,,"Plan B","Plan B",https://www.imdb.com/title/tt13172796/,Movie,6.7,107,2021,"Comedy",5029,2021-05-28,"Natalie Morales"
143,tt13406136,2021-01-04,2021-01-04,,"The Princess","The Princess",https://www.imdb.com/title/tt13406136/,Movie,5.7,94,2022,"Action, Drama, Fantasy, Thriller",16102,2022-07-01,"Le-Van Kiet"
144,tt8521718,2021-01-04,2021-01-04,,"The United States vs. Billie Holiday","The United States vs. Billie Holiday",https://www.imdb.com/title/tt8521718/,Movie,6.3,126,2021,"Biography, Drama, Music",15055,2021-02-26,"Lee Daniels"
145,tt3626476,2021-01-04,2021-01-04,,"Vacation Friends","Vacation Friends",https://www.imdb.com/title/tt3626476/,Movie,6.3,103,2021,"Adventure, Comedy",30821,2021-08-27,"Clay Tarver"
146,tt8686222,2021-01-04,2021-01-04,,"The House of The Spirits","The House of The Spirits",https://www.imdb.com/title/tt8686222/,TV Series,,,,"Horror",0,,
147,tt6856430,2021-01-04,2021-01-04,,"Yaqui Delgado Wants to Kick Your Ass","Yaqui Delgado Wants to Kick Your Ass",https://www.imdb.com/title/tt6856430/,TV Series,,,,"Drama",0,,
148,tt13659418,2021-02-04,2021-02-04,,"Pam & Tommy","Pam & Tommy",https://www.imdb.com/title/tt13659418/,TV Mini Series,7.3,43,2022,"Biography, Comedy, Drama, Romance",40978,2022-02-02,
149,tt11188154,2021-02-10,2021-02-10,,"WeWork: or The Making and Breaking of a $47 Billion Unicorn","WeWork",https://www.imdb.com/title/tt11188154/,Movie,6.6,104,2021,"Documentary",3851,2021-04-02,"Jed Rothstein"
150,tt11916302,2021-02-16,2021-02-16,,"Derek DelGaudio's In & Of Itself","In & of Itself",https://www.imdb.com/title/tt11916302/,Movie,8.2,90,2020,"Documentary",5678,2021-01-22,"Frank Oz"
151,tt14035292,2021-02-16,2021-02-16,,"Kid 90","Kid 90",https://www.imdb.com/title/tt14035292/,Movie,6.8,71,2021,"Documentary, Biography, History",3597,2021-03-12,"Soleil Moon Frye"
152,tt14035948,2021-02-23,2021-02-23,,"Sasquatch","Sasquatch",https://www.imdb.com/title/tt14035948/,TV Mini Series,6.3,46,2021,"Documentary, Crime, History, Mystery",1717,2021-04-20,
153,tt11203022,2021-03-05,2021-03-05,,"Sex Appeal","Sex Appeal",https://www.imdb.com/title/tt11203022/,Movie,5.3,90,2022,"Comedy, Drama, Romance",3411,2022-01-14,"Talia Osteen"
154,tt13029044,2021-03-13,2021-03-13,,"Mother/Android","Mother/Android",https://www.imdb.com/title/tt13029044/,Movie,4.9,110,2021,"Drama, Sci-Fi, Thriller",21606,2021-12-17,"Mattson Tomlin"
155,tt11527058,2021-03-15,2021-03-15,,"Fleishman Is in Trouble","Fleishman Is in Trouble",https://www.imdb.com/title/tt11527058/,TV Mini Series,7.7,48,2022,"Drama",17721,2022-11-17,
156,tt14181914,2021-03-15,2021-03-15,,"Mike","Mike",https://www.imdb.com/title/tt14181914/,TV Mini Series,6.9,25,2022,"Biography, Drama, Sport",5063,2022-08-25,
157,tt3784008,2021-04-26,2021-04-26,,"MaddAddam","MaddAddam",https://www.imdb.com/title/tt3784008/,TV Mini Series,,,,"Adventure, Drama, Romance, Sci-Fi, Thriller",0,,
158,tt14500082,2021-04-26,2021-04-26,,"How I Met Your Father","How I Met Your Father",https://www.imdb.com/title/tt14500082/,TV Series,5.7,24,2022,"Comedy, Drama",27007,2022-01-18,
159,tt14555020,2021-05-05,2021-05-05,,"Olga Dies Dreaming","Olga Dies Dreaming",https://www.imdb.com/title/tt14555020/,TV Series,,,,"Drama",0,,
160,tt13890060,2021-05-09,2021-05-09,,"The D'Amelio Show","The D'Amelio Show",https://www.imdb.com/title/tt13890060/,TV Series,2.8,30,2021,"Documentary, Reality-TV",1851,2021-09-02,
161,tt10011320,2021-05-19,2021-05-19,,"Changing the Game","Changing the Game",https://www.imdb.com/title/tt10011320/,Movie,6.4,88,2019,"Documentary, Drama, Sport",296,2021-06-01,"Michael Barnett"
162,tt14675860,2021-05-23,2021-05-23,,"Welcome to Chippendales","Welcome to Chippendales",https://www.imdb.com/title/tt14675860/,TV Mini Series,7.3,45,2022,"Biography, Drama",8262,2022-11-22,
163,tt14307470,2021-05-23,2021-05-23,,"Koala Man","Koala Man",https://www.imdb.com/title/tt14307470/,TV Series,6.7,25,2023,"Animation, Action, Adventure, Comedy, Crime, Thriller",2130,2023-01-09,
164,tt6484074,2021-05-23,2021-05-23,,"Legacy: The True Story of the LA Lakers","Legacy: The True Story of the LA Lakers",https://www.imdb.com/title/tt6484074/,TV Mini Series,8.2,60,2022,"Documentary, History, Sport",1761,2022-08-15,
165,tt0887261,2021-05-28,2021-05-28,,"Hellraiser","Hellraiser",https://www.imdb.com/title/tt0887261/,Movie,5.9,121,2022,"Horror, Mystery, Thriller",50652,2022-10-07,"David Bruckner"
166,tt13622168,2021-05-28,2021-05-28,,"Homeroom","Homeroom",https://www.imdb.com/title/tt13622168/,Movie,5.7,90,2021,"Documentary",281,2021-08-12,"Peter Nicks"
167,tt14489404,2021-05-30,2021-05-30,,"The Curse of Von Dutch: A Brand to Die For","The Curse of Von Dutch",https://www.imdb.com/title/tt14489404/,TV Mini Series,6.6,58,2021,"Documentary, Biography, Crime",821,2021-11-18,
168,tt14489308,2021-05-30,2021-05-30,,"The 1619 Project","The 1619 Project",https://www.imdb.com/title/tt14489308/,TV Mini Series,4.9,61,2023,"Documentary, History",1764,2023-01-26,
169,tt13823494,2021-06-10,2021-06-10,,"Pistol","Pistol",https://www.imdb.com/title/tt13823494/,TV Mini Series,7.6,,2022,"Biography, Drama, Music",8799,2022-05-31,
170,tt14778806,2021-06-18,2021-06-18,,"Baker's Dozen","Baker's Dozen",https://www.imdb.com/title/tt14778806/,TV Series,7.4,,2021,"Game-Show, Reality-TV",90,2021-10-07,
171,tt14903834,2021-06-23,2021-06-23,,"Class of '09","Class of '09",https://www.imdb.com/title/tt14903834/,TV Mini Series,6.6,,2023,"Crime, Drama, Thriller",6859,2023-05-10,
172,tt10642480,2021-06-23,2021-06-23,,"The Sister","The Sister",https://www.imdb.com/title/tt10642480/,TV Mini Series,5.9,60,2020,"Drama, Mystery, Thriller",3237,2021-01-22,
173,tt1998372,2021-06-25,2021-06-25,,"Under the Banner of Heaven","Under the Banner of Heaven",https://www.imdb.com/title/tt1998372/,TV Mini Series,7.5,67,2022,"Crime, Drama, Mystery, Thriller",37072,2022-04-28,
174,tt7550014,2021-06-30,2021-06-30,,"No Exit","No Exit",https://www.imdb.com/title/tt7550014/,Movie,6.1,95,2022,"Drama, Mystery, Thriller",34425,2022-02-25,"Damien Power"
175,tt4081630,2021-07-07,2021-07-07,,"The Valet","The Valet",https://www.imdb.com/title/tt4081630/,Movie,6.7,124,2022,"Comedy, Drama, Romance",16635,2022-05-20,"Richard Wong"
176,tt14682072,2021-07-25,2021-07-25,,"Exposure","Exposure",https://www.imdb.com/title/tt14682072/,TV Series,6.7,,2021,"Game-Show, Reality-TV",26,2021-04-26,
177,tt15107408,2021-07-25,2021-07-25,,"American Seoul","American Seoul",https://www.imdb.com/title/tt15107408/,TV Series,,,,"Drama",0,,
178,tt13679628,2021-07-25,2021-07-25,,"McCartney 3,2,1","McCartney 3,2,1",https://www.imdb.com/title/tt13679628/,TV Mini Series,8.7,30,2021,"Documentary, Biography, Music",3647,2021-07-16,
179,tt13018148,2021-08-04,2021-08-04,,"Tell Me Lies","Tell Me Lies",https://www.imdb.com/title/tt13018148/,TV Series,6.9,49,2022,"Drama",9822,2022-09-07,
180,tt14440068,2021-08-06,2021-08-06,,"This Fool","This Fool",https://www.imdb.com/title/tt14440068/,TV Series,7.6,24,2022,"Comedy",4307,2022-08-12,
181,tt15180134,2021-08-06,2021-08-06,,"Reboot","Reboot",https://www.imdb.com/title/tt15180134/,TV Series,7.4,30,2022,"Comedy",9643,2022-09-20,
182,tt15191350,2021-08-08,2021-08-08,,"The Next Thing You Eat","The Next Thing You Eat",https://www.imdb.com/title/tt15191350/,TV Series,7.1,32,2021,"Documentary",222,2021-10-21,
183,tt15185396,2021-08-28,2021-08-28,,"Standing By","Standing By",https://www.imdb.com/title/tt15185396/,TV Series,,,2025,"Animation, Comedy",0,2025-08-08,
184,tt15341442,2021-09-02,2021-09-02,,"The Croods: Family Tree","The Croods: Family Tree",https://www.imdb.com/title/tt15341442/,TV Series,6.8,22,2021,"Animation, Adventure, Comedy, Family, Fantasy",3589,2021-09-23,
185,tt15439048,2021-09-18,2021-09-18,,"Death and Other Details","Death and Other Details",https://www.imdb.com/title/tt15439048/,TV Series,6.7,60,2024,"Crime, Drama, Mystery, Thriller",14127,2024-01-16,
186,tt15474126,2021-09-23,2021-09-23,,"Madagascar: A Little Wild Holiday Goose Chase","Madagascar: A Little Wild Holiday Goose Chase",https://www.imdb.com/title/tt15474126/,TV Special,5.5,,2021,"Animation, Short, Adventure, Comedy, Family",86,2021-11-26,"Chad Van De Keere"
187,tt11514252,2021-09-23,2021-09-23,,"Jacinta","Jacinta",https://www.imdb.com/title/tt11514252/,Movie,7.5,105,2020,"Documentary",499,2021-10-08,"Jessica Earnshaw"
188,tt15475330,2021-09-23,2021-09-23,,"Black Cake","Black Cake",https://www.imdb.com/title/tt15475330/,TV Series,7.3,60,2023,"Drama, History, Mystery, Thriller",2679,2023-11-01,
189,tt14921616,2021-09-24,2021-09-24,,"The Hair Tales","The Hair Tales",https://www.imdb.com/title/tt14921616/,TV Series,6.9,41,2022,"Documentary",179,2022-10-22,
190,tt15351980,2021-09-24,2021-09-24,,"Vacation Friends 2","Vacation Friends 2",https://www.imdb.com/title/tt15351980/,Movie,5.4,106,2023,"Action, Adventure, Comedy, Crime",9059,2023-08-25,"Clay Tarver"
191,tt15489004,2021-09-27,2021-09-27,,"Wild Crime","Wild Crime",https://www.imdb.com/title/tt15489004/,TV Series,7.3,,2021,"Documentary, Crime, Mystery",1248,2021-09-28,
192,tt11231226,2021-10-01,2021-10-01,,"Reasonable Doubt","Reasonable Doubt",https://www.imdb.com/title/tt11231226/,TV Series,6.5,53,2022,"Drama",2864,2022-09-27,
193,tt10059166,2021-10-05,2021-10-05,,"Washington Black","Washington Black",https://www.imdb.com/title/tt10059166/,TV Mini Series,,,,"Drama",0,,
194,tt15715052,2021-10-19,2021-10-19,,"History of the World: Part II","History of the World: Part II",https://www.imdb.com/title/tt15715052/,TV Series,5.6,26,2023,"Comedy, History",6515,2023-03-06,
195,tt15739170,2021-10-23,2021-10-23,,"Badass (And Her Sister)","Badass (And Her Sister)",https://www.imdb.com/title/tt15739170/,TV Series,,,,"Action, Comedy",0,,
196,tt15758116,2021-10-25,2021-10-25,,"Dragons: The Nine Realms","Dragons: The Nine Realms",https://www.imdb.com/title/tt15758116/,TV Series,5.3,23,2021,"Animation, Action, Adventure, Comedy, Family, Fantasy",1023,2021-12-23,
197,tt15799786,2021-11-02,2021-11-02,,"The Golden Cage","The Golden Cage",https://www.imdb.com/title/tt15799786/,TV Series,,,,"Drama",0,,
198,tt11866324,2021-11-13,2021-11-13,,"Prey","Prey",https://www.imdb.com/title/tt11866324/,Movie,7.1,100,2022,"Action, Adventure, Horror, Sci-Fi, Thriller",238286,2022-08-05,"Dan Trachtenberg"
199,tt1777606,2021-11-13,2021-11-13,,"Rosaline","Rosaline",https://www.imdb.com/title/tt1777606/,Movie,6.5,95,2022,"Comedy, Romance",10387,2022-10-14,"Karen Maine"
200,tt15791630,2021-11-14,2021-11-14,,"The Kardashians","The Kardashians",https://www.imdb.com/title/tt15791630/,TV Series,4.5,50,2022,"Reality-TV",5269,2022-04-14,
201,tt16113748,2021-11-18,2021-11-18,,"City of Angels, City of Death","City of Angels, City of Death",https://www.imdb.com/title/tt16113748/,TV Series,7.8,,2021,"Documentary, Crime",928,2021-11-24,
202,tt15975098,2021-11-20,2021-11-20,,"Out of the Shadows: The Man Behind the Steele Dossier","Out of the Shadows: The Man Behind the Steele Dossier",https://www.imdb.com/title/tt15975098/,TV Special,5.6,66,2021,"Documentary",41,2021-10-18,
203,tt14535092,2021-11-21,2021-11-21,,"The Choe Show","The Choe Show",https://www.imdb.com/title/tt14535092/,TV Series,8.3,30,2021,"Talk-Show",572,2021-06-25,
204,tt15909364,2021-11-23,2021-11-23,,"3212 Un-redacted","3212 Un-redacted",https://www.imdb.com/title/tt15909364/,Movie,7.4,99,2021,"Documentary",119,2021-11-11,"Brian Epstein"
205,tt15185642,2021-11-23,2021-11-23,,"Dead Asleep","Dead Asleep",https://www.imdb.com/title/tt15185642/,Movie,5.8,86,2021,"Documentary, Biography, Crime, Mystery",777,2021-12-16,"Skye Borgman"
206,tt16152600,2021-11-29,2021-11-29,,"The Housewife & the Shah Shocker","The Housewife & the Shah Shocker",https://www.imdb.com/title/tt16152600/,Movie,5.3,48,2021,"Documentary, Crime",117,2021-11-29,
207,tt13027412,2021-12-02,2021-12-02,,"Planet Sex with Cara Delevingne","Planet Sex with Cara Delevingne",https://www.imdb.com/title/tt13027412/,TV Series,5.2,44,2022,"Documentary, History",600,2022-11-18,
208,tt16287328,2021-12-04,2021-12-04,,"Candified: Home for the Holidays","Candified: Home for the Holidays",https://www.imdb.com/title/tt16287328/,TV Series,5.8,,2021,"Game-Show",38,2021-12-01,
209,tt13831376,2021-12-04,2021-12-04,,"24 Hours: Assault on the Capitol","24 Hours: Assault on the Capitol",https://www.imdb.com/title/tt13831376/,Movie,6.3,70,2021,"Documentary, Crime, History",69,2021-01-11,
210,tt14107670,2021-12-04,2021-12-04,,"OnlyFans: Selling Sexy","OnlyFans: Selling Sexy",https://www.imdb.com/title/tt14107670/,Movie,5.0,,2021,"Documentary",163,2021-02-10,
211,tt14253174,2021-12-04,2021-12-04,,"GameStopped","GameStopped",https://www.imdb.com/title/tt14253174/,TV Special,3.9,,2021,"Documentary, Comedy",92,2021-03-15,"Jim Cramer"
212,tt14807808,2021-12-04,2021-12-04,,"The Housewife and the Hustler","The Housewife and the Hustler",https://www.imdb.com/title/tt14807808/,Movie,6.3,68,2021,"Documentary, Crime, Drama",402,2021-06-14,
213,tt16532314,2021-12-23,2021-12-23,,"It's A Wonderful Binge","The Binge 2: It's a Wonderful Binge",https://www.imdb.com/title/tt16532314/,Movie,4.6,98,2022,"Comedy",1188,2022-12-09,"Jordan VanDina"
214,tt15847282,2022-01-11,2022-01-11,,"The Plot","The Plot",https://www.imdb.com/title/tt15847282/,TV Mini Series,,,,"Drama",0,,
215,tt13403046,2022-01-13,2022-01-13,,"Fresh","Fresh",https://www.imdb.com/title/tt13403046/,Movie,6.7,114,2022,"Horror, Thriller",80077,2022-03-04,"Mimi Cave"
216,tt13352968,2022-01-28,2022-01-28,,"Good Luck to You, Leo Grande","Good Luck to You, Leo Grande",https://www.imdb.com/title/tt13352968/,Movie,7.2,97,2022,"Comedy, Drama",39553,2022-06-17,"Sophie Hyde"
217,tt17525252,2022-02-02,2022-02-02,,"Up Here","Up Here",https://www.imdb.com/title/tt17525252/,TV Series,6.3,,2023,"Comedy, Musical, Romance",1286,2023-03-24,
218,tt10723416,2022-02-04,2022-02-04,,"Look at Me: XXXTentacion","Look at Me: XXXTentacion",https://www.imdb.com/title/tt10723416/,Movie,7.5,108,2022,"Documentary, Music",1965,2022-05-26,"Sabaah Folayan"
219,tt0149460,2022-02-10,2022-02-10,,"Futurama","Futurama",https://www.imdb.com/title/tt0149460/,TV Series,8.5,22,1999,"Animation, Adventure, Comedy, Sci-Fi",266358,1999-03-28,
220,tt2180339,2022-02-18,2022-02-18,,"Deep Water","Deep Water",https://www.imdb.com/title/tt2180339/,Movie,5.5,115,2022,"Crime, Drama, Mystery, Thriller",60776,2022-03-18,"Adrian Lyne"
221,tt17372734,2022-02-18,2022-02-18,,"Saint X","Saint X",https://www.imdb.com/title/tt17372734/,TV Series,6.4,,2023,"Drama, Mystery, Thriller",3237,2023-04-26,
222,tt13944138,2022-02-18,2022-02-18,,"Maggie","Maggie",https://www.imdb.com/title/tt13944138/,TV Series,7.1,30,2022,"Comedy, Sci-Fi",4137,2022-07-06,
223,tt14590210,2022-02-20,2022-02-20,,"Promised Land","Promised Land",https://www.imdb.com/title/tt14590210/,TV Series,6.6,43,2022,"Drama",1038,2022-01-24,
224,tt2560078,2022-02-20,2022-02-20,,"Boston Strangler","Boston Strangler",https://www.imdb.com/title/tt2560078/,Movie,6.5,112,2023,"Crime, Drama, History, Thriller",35544,2023-03-17,"Matt Ruskin"
225,tt15745226,2022-02-20,2022-02-20,,"Darby and the Dead","Darby and the Dead",https://www.imdb.com/title/tt15745226/,Movie,5.6,100,2022,"Comedy, Drama, Fantasy, Horror",1638,2022-12-02,"Silas Howard"
226,tt18263956,2022-02-25,2022-02-25,,"The Island","The Island",https://www.imdb.com/title/tt18263956/,TV Mini Series,,,,"Thriller",0,,
227,tt15218000,2022-03-05,2022-03-05,,"Fire Island","Fire Island",https://www.imdb.com/title/tt15218000/,Movie,6.7,105,2022,"Comedy, Romance",14276,2022-06-03,"Andrew Ahn"
228,tt14814040,2022-03-05,2022-03-05,,"Not Okay","Not Okay",https://www.imdb.com/title/tt14814040/,Movie,6.1,100,2022,"Comedy, Drama, Thriller",19499,2022-07-29,"Quinn Shephard"
229,tt1609497,2022-03-05,2022-03-05,,"Quasi","Quasi",https://www.imdb.com/title/tt1609497/,Movie,5.3,99,2023,"Comedy, Drama",3185,2023-04-20,"Kevin Heffernan"
230,tt15096128,2022-03-31,2022-03-31,,"Crush","Crush",https://www.imdb.com/title/tt15096128/,Movie,6.3,93,2022,"Comedy, Romance",10389,2022-04-29,"Sammi Cohen"
231,tt15185666,2022-04-13,2022-04-13,,"Captive Audience","Captive Audience",https://www.imdb.com/title/tt15185666/,TV Mini Series,6.8,46,2022,"Documentary, Biography, Crime, Mystery",2730,2022-04-21,
232,tt19637538,2022-04-17,2022-04-17,,"The Full Monty","The Full Monty",https://www.imdb.com/title/tt19637538/,TV Mini Series,7.1,,2023,"Comedy, Drama",3164,2023-06-14,
233,tt15574312,2022-05-14,2022-05-14,,"The Patient","The Patient",https://www.imdb.com/title/tt15574312/,TV Mini Series,7.0,30,2022,"Drama, Mystery, Thriller",32429,2022-08-30,
234,tt14452776,2022-05-14,2022-05-14,,"The Bear","The Bear",https://www.imdb.com/title/tt14452776/,TV Series,8.6,34,2022,"Comedy, Drama",250970,2022-06-23,
235,tt20228406,2022-05-14,2022-05-14,,"Unprisoned","Unprisoned",https://www.imdb.com/title/tt20228406/,TV Series,7.0,30,2023,"Comedy",2776,2023-03-10,
236,tt4718796,2022-05-19,2022-05-19,,"The League of Extraordinary Gentlemen","The League of Extraordinary Gentlemen",https://www.imdb.com/title/tt4718796/,Movie,,,,"Action, Adventure, Fantasy, Sci-Fi",0,,
237,tt19784922,2022-05-20,2022-05-20,,"Victoria's Secret: Angels and Demons","Victoria's Secret: Angels and Demons",https://www.imdb.com/title/tt19784922/,TV Mini Series,6.3,,2022,"Documentary",893,2022-07-14,
238,tt20417832,2022-05-26,2022-05-26,,"A Calculated Man","A Calculated Man",https://www.imdb.com/title/tt20417832/,TV Series,,,,"Crime, Drama",0,,
239,tt20869432,2022-06-07,2022-06-07,,"Tiny Beautiful Things","Tiny Beautiful Things",https://www.imdb.com/title/tt20869432/,TV Mini Series,7.1,30,2023,"Comedy, Drama",6538,2023-04-07,
240,tt18115564,2022-06-08,2022-06-08,,"The Golden Spoon","The Golden Spoon",https://www.imdb.com/title/tt18115564/,TV Mini Series,,,,"Comedy, Mystery, Thriller",0,,
241,tt21064272,2022-06-18,2022-06-18,,"Machine Gun Kelly's Life in Pink","Machine Gun Kelly's Life in Pink",https://www.imdb.com/title/tt21064272/,Movie,6.4,101,2022,"Documentary, Music",1350,2022,"Sam Cahill"
242,tt20454248,2022-06-26,2022-06-26,,"Keeper of the Ashes: The Oklahoma Girl Scout Murders","Keeper of the Ashes: The Oklahoma Girl Scout Murders",https://www.imdb.com/title/tt20454248/,TV Mini Series,5.2,42,2022,"Documentary, Crime",748,2022-05-24,
243,tt20030752,2022-06-26,2022-06-26,,"Have You Seen This Man","Have You Seen This Man",https://www.imdb.com/title/tt20030752/,TV Mini Series,6.3,40,2022,"Documentary, Crime",291,2022-03-24,
244,tt19800112,2022-06-26,2022-06-26,,"Leave No Trace","Leave No Trace",https://www.imdb.com/title/tt19800112/,Movie,6.8,108,2022,"Documentary, Crime",501,2022-06-16,"Irene Taylor"
245,tt19113362,2022-06-26,2022-06-26,,"Two Men at War","Two Men at War",https://www.imdb.com/title/tt19113362/,TV Special,6.4,54,2022,"Documentary",42,2022-03-06,
246,tt9073898,2022-06-28,2022-06-28,,"Duncanville","Duncanville",https://www.imdb.com/title/tt9073898/,TV Series,6.3,22,2020,"Animation, Comedy",2625,2020-02-16,
247,tt21151384,2022-07-02,2022-07-02,,"Untitled Daniel Ricciardo Formula 1 Scripted Series","Untitled Daniel Ricciardo Formula 1 Scripted Series",https://www.imdb.com/title/tt21151384/,TV Series,,30,,"Drama, Sport",0,,
248,tt21158428,2022-07-04,2022-07-04,,"Mormon No More","Mormon No More",https://www.imdb.com/title/tt21158428/,TV Mini Series,6.9,50,2022,"Documentary",251,2022-06-24,
249,tt21105638,2022-07-07,2022-07-07,,"Spellbound","Spellbound",https://www.imdb.com/title/tt21105638/,TV Series,4.0,30,2023,"Drama, Family, Fantasy, Music",251,2023-08-31,
250,tt21115608,2022-07-07,2022-07-07,,"Behind the Table: A View Reunion","Behind the Table: A View Reunion",https://www.imdb.com/title/tt21115608/,TV Special,,,2022,"News",0,2022-06-20,"Enza Dolce"
251,tt16294842,2022-07-14,2022-07-14,,"Best in Dough","Best in Dough",https://www.imdb.com/title/tt16294842/,TV Series,6.9,34,2022,"Game-Show, Reality-TV",145,2022-09-19,
252,tt21284020,2022-07-15,2022-07-15,,"RapCaviar Presents","RapCaviar Presents",https://www.imdb.com/title/tt21284020/,TV Mini Series,7.6,,2023,"Documentary, Music",81,2023-03-30,
253,tt16376478,2022-07-21,2022-07-21,,"Aftershock","Aftershock",https://www.imdb.com/title/tt16376478/,Movie,6.8,86,2022,"Documentary",382,2022-07-19,"Paula Eiselt, Tonya Lewis Lee"
254,tt21327312,2022-07-22,2022-07-22,,"Hotties","Hotties",https://www.imdb.com/title/tt21327312/,TV Series,5.2,,2022,"Reality-TV",50,2022-08-16,
255,tt21350832,2022-07-26,2022-07-26,,"The Ivana Trump Story: The First Wife","The Ivana Trump Story: The First Wife",https://www.imdb.com/title/tt21350832/,Movie,5.6,,2022,"Documentary, Biography",37,2022-07-22,
256,tt12573480,2022-07-27,2022-07-27,,"Hold Your Breath","Hold Your Breath",https://www.imdb.com/title/tt12573480/,Movie,5.3,94,2024,"Drama, Horror, Thriller",5664,2024-10-03,"Karrie Crouse, William Joines"
257,tt21382958,2022-07-29,2022-07-29,,"La Máquina","La Máquina",https://www.imdb.com/title/tt21382958/,TV Mini Series,6.9,,2024,"Drama, Sport",570,2024-10-09,
258,tt21433150,2022-08-03,2022-08-03,,"The Veil","The Veil",https://www.imdb.com/title/tt21433150/,TV Mini Series,6.4,,2024,"Thriller",7747,2024-04-30,
259,tt21365986,2022-08-05,2022-08-05,,"The Other Black Girl","The Other Black Girl",https://www.imdb.com/title/tt21365986/,TV Series,6.8,,2023,"Comedy, Drama, Mystery, Thriller",2753,2023-09-13,
260,tt21441010,2022-08-06,2022-08-06,,"Untitled Orphan Project","Untitled Orphan Project",https://www.imdb.com/title/tt21441010/,TV Mini Series,,,2025,"Drama",0,2025,
261,tt21029536,2022-08-24,2022-08-24,,"Chefs vs. Wild","Chefs vs Wild",https://www.imdb.com/title/tt21029536/,TV Series,6.8,,2022,"Game-Show, Reality-TV",116,2022-09-26,
262,tt21870758,2022-08-26,2022-08-26,,"The Murders Before the Marathon","The Murders Before the Marathon",https://www.imdb.com/title/tt21870758/,TV Mini Series,6.2,44,2022,"Documentary, Crime",208,2022-09-05,
263,tt21030158,2022-08-26,2022-08-26,,"Burning Men","Burning Men",https://www.imdb.com/title/tt21030158/,TV Series,,,,"Game-Show, Reality-TV",0,,
264,tt21030132,2022-08-26,2022-08-26,,"Drag Me to Dinner","Drag Me to Dinner",https://www.imdb.com/title/tt21030132/,TV Series,6.0,43,2023,"Comedy, Game-Show, Reality-TV",662,2023-05-31,
265,tt21030146,2022-08-26,2022-08-26,,"Secret Chef","Secret Chef",https://www.imdb.com/title/tt21030146/,TV Series,6.9,46,2023,"Game-Show, Reality-TV",432,2023-06-29,
266,tt21950250,2022-09-01,2022-09-01,,"The Paloni Show! Halloween Special!","The Paloni Show! Halloween Special!",https://www.imdb.com/title/tt21950250/,TV Special,6.2,62,2022,"Animation, Comedy, Horror",1042,2022-10-17,"Douglas Einar Olsen, Donna Smith"
267,tt13405810,2022-09-04,2022-09-04,,"Quiz Lady","Quiz Lady",https://www.imdb.com/title/tt13405810/,Movie,6.7,99,2023,"Comedy",21597,2023-11-03,"Jessica Yu"
268,tt21952924,2022-09-07,2022-09-07,,"Phony","Phony",https://www.imdb.com/title/tt21952924/,TV Series,,,,"Comedy, Mystery",0,,
269,tt18214248,2022-09-08,2022-09-08,,"Abominable and the Invisible City","Abominable and the Invisible City",https://www.imdb.com/title/tt18214248/,TV Series,6.2,23,2022,"Animation, Adventure, Comedy, Family, Fantasy",204,2022-10-05,
270,tt17196124,2022-09-15,2022-09-15,,"Grimcutty","Grimcutty",https://www.imdb.com/title/tt17196124/,Movie,4.3,101,2022,"Drama, Horror, Mystery, Thriller",8129,2022-10-10,"John Ross"
271,tt17202326,2022-09-15,2022-09-15,,"Matriarch","Matriarch",https://www.imdb.com/title/tt17202326/,Movie,4.6,85,2022,"Horror",3280,2022-10-21,"Ben Steiner"
272,tt21433018,2022-09-15,2022-09-15,,"Untitled Working Girl Reboot","Untitled Working Girl Reboot",https://www.imdb.com/title/tt21433018/,Movie,,,,"Comedy",0,,
273,tt22074142,2022-09-17,2022-09-17,,"Back in the Groove","Back in the Groove",https://www.imdb.com/title/tt22074142/,TV Series,5.6,,2022,"Reality-TV",134,2022-12-05,
274,tt9114512,2022-09-21,2022-09-21,,"We Were the Lucky Ones","We Were the Lucky Ones",https://www.imdb.com/title/tt9114512/,TV Mini Series,7.7,56,2024,"Drama",5409,2024-03-28,
275,tt10970762,2022-09-22,2022-09-22,,"The Testaments","The Testaments",https://www.imdb.com/title/tt10970762/,TV Series,,60,,"Drama, Thriller",0,,
276,tt22095866,2022-09-22,2022-09-22,,"Huluween Dragstravaganza","Huluween Dragstravaganza",https://www.imdb.com/title/tt22095866/,TV Special,5.5,42,2022,"Comedy, Horror, Music",372,2022-10-01,
